id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price
1239,1240,0.1,146,1511,1756,3260,13,1,17,No,2,dual,medium,Single,,9.0,39649,LCD,n,932.13
1240,1994,0.6,88,667,711,454,11,8,6,Yes,4,octa,low,Dual,2.0,4.0,7227,Touch,none,679.09
1241,1221,0.4,152,765,1899,2638,19,16,14,No,4,hepta,high,Single,7.0,19.0,35487,Touch,g,1177.58
1242,989,0.6,156,614,679,2819,16,13,5,Yes,4,octa,medium,Dual,11.0,17.0,24540,LCD,g,802.19
1243,1180,1.0,144,925,1252,1464,7,3,20,Yes,4,quad,medium,Single,5.0,20.0,50594,Touch,b,831.14
1244,718,0.8,113,1185,1387,1824,11,9,3,No,3,hexa,high,Single,10.0,13.0,59894,Touch,none,668.53
1245,1670,0.8,139,1706,1886,876,16,0,5,Yes,3,octa,medium,Dual,,15.0,47262,Touch,none,965.66
1246,534,0.3,164,347,1477,2706,7,5,18,Yes,4,hepta,high,Single,1.0,9.0,21172,Touch,none,801.36
1247,1566,0.5,126,1603,1930,659,14,9,13,Yes,3,dual,low,Dual,,,20903,Touch,a,777.09
1248,1935,0.6,124,806,860,455,9,2,6,No,4,penta,low,Single,,9.0,29537,LCD,g,941.12
1249,504,0.4,163,1207,1539,2378,17,11,2,Yes,3,dual,high,Dual,2.0,10.0,54281,LCD,none,687.2
1250,913,0.3,103,431,1144,2278,15,3,18,No,4,single,medium,Dual,1.0,14.0,41853,Touch,none,906.77
1251,1317,0.5,113,179,613,3436,16,13,5,No,2,penta,medium,Dual,2.0,3.0,43502,Touch,g,959.56
1252,917,0.5,88,423,909,3424,19,2,13,Yes,4,hexa,low,Single,1.0,2.0,31682,Touch,none,877.62
1253,712,0.6,99,1131,1743,401,5,0,10,No,3,hexa,high,Dual,1.0,3.0,49489,LCD,a,630.46
1254,1083,0.9,126,925,1469,681,19,18,19,No,3,dual,medium,Single,6.0,20.0,52654,Touch,a,594.57
1255,1039,0.1,136,62,544,3212,15,7,7,No,4,hexa,low,Single,5.0,8.0,6516,LCD,n,1107.42
1256,1747,0.7,185,800,873,3105,7,1,10,No,3,hexa,low,Single,4.0,12.0,13379,LCD,none,1001.03
1257,1449,0.6,105,211,947,2036,5,1,10,Yes,2,hexa,low,Dual,,,52208,Touch,none,601.72
1258,1872,0.2,139,81,1389,3153,16,15,5,Yes,3,hepta,low,Dual,14.0,18.0,49243,Touch,none,1151.95
1259,1796,0.1,101,667,798,1642,9,4,3,No,2,quad,medium,Dual,5.0,6.0,7325,Touch,b,561.51
1260,1097,0.8,181,405,519,509,15,12,12,No,3,single,medium,Single,,17.0,60791,LCD,none,547.08
1261,1562,0.8,172,678,1676,3465,16,11,6,No,4,octa,low,Dual,1.0,10.0,20451,Touch,none,1194.86
1262,1433,0.9,153,1619,1651,3900,18,16,2,Yes,4,hepta,high,Single,8.0,12.0,27349,LCD,g,1243.95
1263,740,0.2,123,935,1147,1105,7,6,19,No,2,single,medium,Single,1.0,11.0,12718,Touch,a,575.96
1264,676,0.2,84,864,1011,2064,13,7,6,No,4,single,medium,Single,1.0,5.0,39624,LCD,none,910.27
1265,503,0.7,131,1495,1688,3117,19,6,9,Yes,4,single,medium,Dual,1.0,4.0,13460,LCD,a,1093.3
1266,1020,0.7,96,870,1613,1142,13,9,8,No,4,triple,medium,Single,13.0,18.0,7340,LCD,n,801.85
1267,896,0.3,111,1379,1469,1060,12,10,4,No,4,single,medium,Dual,3.0,4.0,4383,Touch,a,784.12
1268,1824,0.9,143,1055,1738,2381,14,1,5,Yes,4,dual,low,Single,4.0,5.0,19435,LCD,none,1261.69
1269,1512,0.4,134,220,1838,3366,7,3,11,No,4,triple,low,Dual,1.0,2.0,54603,LCD,b,1266.22
1270,1053,0.9,126,419,1261,1339,17,0,14,No,2,hexa,high,Single,7.0,17.0,42691,LCD,b,557.82
1271,1944,0.8,87,1111,1362,2560,7,3,8,Yes,4,quad,medium,Dual,,10.0,31269,LCD,none,1060.99
1272,1174,0.8,91,1097,1461,285,19,7,3,No,4,dual,low,Dual,1.0,8.0,25137,LCD,b,754.97
1273,627,0.2,131,447,819,2476,17,1,10,Yes,4,hepta,medium,Dual,3.0,17.0,12298,LCD,none,952.61
1274,1602,0.6,118,273,1062,1862,16,9,2,No,4,single,high,Single,4.0,5.0,46540,LCD,n,921.81
1275,1733,0.9,170,590,997,3488,6,4,10,Yes,4,single,medium,Dual,4.0,15.0,6721,Touch,n,1135.94
1276,586,0.5,142,116,598,3178,9,7,10,No,4,octa,medium,Dual,10.0,14.0,8277,LCD,b,984.75
1277,1528,0.2,156,306,564,733,15,0,14,No,3,octa,high,Single,2.0,3.0,37659,Touch,none,523.2
1278,875,0.1,110,300,1316,756,14,5,6,No,2,hepta,low,Single,2.0,7.0,23622,LCD,none,418.44
1279,1602,0.4,170,1259,1746,3622,17,2,17,No,2,single,low,Single,12.0,13.0,58486,Touch,a,904.17
1280,1426,0.7,174,1573,1694,1277,14,9,5,No,4,penta,medium,Single,4.0,16.0,12555,LCD,none,1087.09
1281,1370,0.2,158,1392,1783,3703,13,10,11,No,4,hexa,medium,Single,5.0,8.0,6374,Touch,none,1317.28
1282,609,0.1,81,113,1524,1905,16,3,18,Yes,4,hexa,low,Single,4.0,6.0,10446,Touch,b,727.16
1283,840,0.3,178,526,1728,2636,12,2,6,No,4,hexa,medium,Dual,5.0,8.0,15195,Touch,none,639.43
1284,991,0.3,158,1209,1678,2014,11,9,10,No,4,penta,medium,Single,2.0,6.0,12545,LCD,none,1064.87
1285,1724,0.8,100,655,828,3056,18,16,6,Yes,4,dual,medium,Single,,1.0,9305,LCD,none,1044.11
1286,584,0.3,168,1123,1622,465,12,8,4,Yes,4,triple,medium,Single,,,19338,Touch,none,628.74
1287,860,0.7,141,692,979,3869,16,14,20,Yes,4,hexa,medium,Dual,1.0,13.0,49226,Touch,b,1065.07
1288,1541,0.2,165,796,1052,1108,12,1,7,Yes,4,penta,high,Dual,10.0,15.0,28460,LCD,n,762.49
1289,615,0.5,130,1021,1958,1906,14,5,5,Yes,3,penta,low,Dual,7.0,8.0,58283,LCD,none,784.12
1290,912,0.4,84,995,1310,851,8,4,4,Yes,4,quad,high,Dual,6.0,11.0,46820,Touch,b,731.64
1291,1278,0.6,172,1244,1504,3142,11,4,19,Yes,4,hepta,medium,Single,10.0,14.0,61014,LCD,n,1477.93
1292,1365,0.3,125,293,970,1300,14,7,13,No,4,quad,low,Single,,,31428,LCD,g,891.77
1293,1702,0.1,177,1240,1931,1430,8,6,10,No,2,penta,medium,Single,7.0,9.0,36519,LCD,none,770.74
1294,589,0.7,146,759,1858,362,16,10,6,Yes,4,octa,low,Single,1.0,4.0,59623,Touch,a,696.92
1295,1347,0.3,95,398,1528,2456,13,0,13,No,3,single,medium,Dual,10.0,19.0,56531,Touch,g,698.54
1296,1644,1.0,137,358,791,2360,7,4,19,No,4,octa,high,Single,,,44588,LCD,none,1298.44
1297,956,0.1,133,403,1614,3700,10,0,7,No,3,hepta,medium,Dual,1.0,11.0,42700,Touch,none,1091.04
1298,1089,0.1,153,211,1409,2620,7,5,13,No,3,hepta,medium,Dual,10.0,20.0,2076,LCD,none,837.43
1299,871,0.1,178,194,1437,437,14,7,17,No,3,triple,low,Single,2.0,3.0,52305,LCD,none,543.82
1300,664,0.9,164,1076,1472,3774,11,5,18,No,4,dual,medium,Single,5.0,19.0,6300,LCD,none,1430.94
1301,1874,0.8,192,1238,1418,1218,15,10,17,Yes,2,dual,low,Single,1.0,9.0,19182,Touch,none,759.81
1302,1928,0.8,162,229,1004,696,14,12,15,No,3,penta,high,Single,5.0,16.0,5883,Touch,b,796.33
1303,888,0.4,198,327,1683,3407,12,1,20,No,4,dual,high,Dual,2.0,17.0,32972,LCD,none,1411.21
1304,1077,0.8,86,135,1892,3902,9,3,3,Yes,3,hepta,medium,Dual,1.0,13.0,58452,LCD,none,986.79
1305,1023,0.2,80,5,1744,2086,10,0,19,Yes,4,octa,high,Dual,5.0,7.0,30623,Touch,b,651.41
1306,1426,0.6,84,715,1163,1356,15,9,16,Yes,4,triple,low,Single,2.0,10.0,42558,LCD,b,820.11
1307,831,0.7,177,511,621,1704,6,5,20,No,4,penta,medium,Dual,7.0,11.0,26300,Touch,g,785.6
1308,1496,0.5,85,549,1383,3571,16,1,11,Yes,4,triple,medium,Dual,,9.0,6320,Touch,n,1199.38
1309,1433,0.1,129,420,784,2132,18,15,19,Yes,4,penta,high,Single,2.0,11.0,5824,LCD,a,549.03
1310,1095,0.7,103,838,1066,3209,13,11,8,Yes,4,quad,high,Dual,,5.0,44360,Touch,n,1005.02
1311,643,0.8,156,314,1400,2096,13,6,2,Yes,4,single,low,Dual,3.0,9.0,23160,LCD,none,997.67
1312,1142,0.5,198,739,1766,1273,19,0,6,Yes,4,quad,medium,Single,,,6133,LCD,none,909.26
1313,730,0.1,112,62,846,3623,9,4,15,Yes,4,penta,low,Dual,3.0,10.0,27859,Touch,none,897.21
1314,1901,0.6,131,3,1662,368,5,1,12,Yes,4,dual,low,Single,5.0,17.0,41493,LCD,none,803.38
1315,1510,0.7,135,963,1520,854,8,2,10,No,3,triple,low,Dual,1.0,8.0,32491,LCD,n,727.44
1316,1924,0.9,136,1438,1923,3646,10,9,16,No,4,hexa,high,Single,,,59470,LCD,g,1726.87
1317,1825,0.1,157,1621,1773,3130,12,4,2,No,4,quad,medium,Dual,13.0,18.0,17227,LCD,g,1095.75
1318,1275,0.2,152,19,501,3784,13,4,4,Yes,4,single,low,Dual,3.0,9.0,5255,Touch,none,1103.48
1319,987,0.8,124,887,1274,3885,11,0,14,Yes,3,hepta,high,Single,9.0,17.0,17680,Touch,none,1298.72
1320,1538,0.2,121,567,986,1494,18,10,12,Yes,4,hepta,high,Single,6.0,7.0,13325,Touch,b,714.64
1321,1965,0.5,149,584,676,2973,11,1,20,Yes,4,penta,low,Single,4.0,13.0,29342,Touch,a,1117.24
1322,808,0.8,185,496,974,1471,13,4,11,No,2,hexa,medium,Single,7.0,14.0,20218,Touch,none,737.4
1323,712,0.5,86,1245,1309,2001,11,10,12,No,3,dual,low,Single,6.0,11.0,27559,Touch,b,668.57
1324,1507,0.4,123,682,888,1486,15,3,19,Yes,4,penta,low,Dual,,,42408,LCD,none,892.11
1325,912,0.9,182,724,794,1321,7,2,6,No,2,triple,low,Single,3.0,6.0,47877,Touch,b,458.04
1326,769,0.1,95,1384,1454,1877,18,2,11,Yes,2,octa,medium,Single,2.0,4.0,17253,LCD,b,591.52
1327,948,0.1,173,257,1654,3499,11,7,19,No,3,penta,high,Single,14.0,20.0,22026,Touch,a,1109.96
1328,507,0.7,142,17,1084,2124,6,0,12,Yes,4,single,medium,Dual,,,39842,Touch,none,671.58
1329,1384,0.1,82,983,1210,1221,18,12,15,Yes,3,triple,high,Dual,15.0,18.0,60878,LCD,a,763.29
1330,1766,0.5,194,439,1306,2316,19,2,6,Yes,2,octa,medium,Single,1.0,20.0,29968,LCD,g,807.89
1331,1407,0.2,170,925,1206,1068,6,0,8,No,4,quad,medium,Dual,5.0,6.0,16285,Touch,none,1016.84
1332,614,0.2,94,409,603,1930,13,12,4,No,4,quad,high,Dual,3.0,7.0,24344,LCD,a,768.81
1333,1972,0.4,196,293,952,1316,8,1,8,No,3,hepta,high,Single,9.0,18.0,13966,Touch,none,637.7
1334,1039,0.2,130,384,1878,1742,18,12,15,No,3,octa,low,Dual,8.0,9.0,47086,LCD,none,888.61
1335,511,0.9,125,149,1285,3265,14,7,14,Yes,4,octa,high,Dual,5.0,13.0,34355,LCD,none,753.02
1336,1811,0.6,98,447,568,2700,13,7,8,Yes,4,quad,high,Single,4.0,16.0,5574,Touch,n,1116.55
1337,1159,0.4,104,717,1206,2115,8,7,18,No,2,quad,medium,Single,3.0,8.0,36529,LCD,none,705.41
1338,1848,0.1,178,195,533,3915,9,7,8,No,2,dual,medium,Dual,7.0,19.0,12519,LCD,a,1334.34
1339,1988,0.1,94,153,696,3144,16,2,14,Yes,4,octa,low,Single,,1.0,17009,LCD,none,1153.33
1340,1469,0.5,150,1699,1850,1571,17,16,2,No,4,hepta,low,Single,3.0,8.0,58551,LCD,none,1230.73
1341,1423,0.8,131,501,640,2253,10,8,9,No,2,penta,low,Single,12.0,13.0,44151,LCD,none,893.99
1342,1974,0.8,145,530,1496,1433,6,1,17,No,2,hexa,low,Dual,9.0,12.0,10057,LCD,none,732.91
1343,835,0.8,128,396,1378,2583,15,2,13,No,4,penta,low,Dual,2.0,18.0,42158,Touch,n,828.64
1344,1429,0.9,151,670,1552,1817,6,1,16,No,3,penta,low,Single,8.0,9.0,42782,LCD,none,829.73
1345,947,0.1,144,193,887,2915,17,1,6,Yes,4,dual,low,Single,1.0,15.0,51403,Touch,n,1176.72
1346,1446,0.3,178,351,1769,3340,8,0,16,Yes,4,octa,high,Dual,,1.0,18562,Touch,a,1152.67
1347,1332,0.8,168,846,855,2790,19,11,10,No,4,hepta,medium,Dual,5.0,19.0,7506,Touch,none,1119.47
1348,1498,0.1,191,111,1167,577,14,12,12,Yes,4,quad,medium,Dual,,1.0,14354,Touch,none,793.04
1349,1576,0.4,173,1213,1386,3220,17,2,6,Yes,4,dual,low,Dual,,4.0,14202,Touch,none,1077.64
1350,1398,0.8,150,755,1284,3488,14,3,11,No,4,single,medium,Dual,8.0,12.0,27086,Touch,none,1006.07
1351,1885,0.6,92,1406,1517,1277,9,6,16,No,4,quad,high,Dual,12.0,15.0,14362,LCD,b,1180.94
1352,798,0.8,148,497,627,3593,14,9,3,Yes,2,dual,low,Dual,7.0,15.0,2315,Touch,none,887.02
1353,1436,0.9,124,1826,1836,2736,12,5,19,No,4,octa,high,Dual,,1.0,42611,Touch,none,1152.23
1354,1998,0.6,196,50,1356,2311,17,9,18,Yes,3,octa,medium,Single,8.0,19.0,31709,Touch,none,1094.31
1355,1321,0.4,109,817,941,1464,7,6,16,Yes,4,octa,medium,Single,,9.0,63322,Touch,g,977.52
1356,1021,0.7,192,901,1793,1355,6,1,14,No,3,dual,medium,Single,7.0,12.0,9610,Touch,none,760.8
1357,1339,0.1,123,212,1269,2382,6,4,7,Yes,3,dual,high,Dual,,1.0,40411,LCD,b,1030.26
1358,1210,0.5,111,329,1039,1886,16,0,17,Yes,3,quad,medium,Dual,9.0,20.0,57137,LCD,b,632.6
1359,1949,0.1,145,837,1182,832,7,3,19,Yes,4,penta,low,Dual,2.0,9.0,31869,LCD,none,958.89
1360,882,0.2,151,248,884,751,19,11,8,No,4,hexa,low,Dual,9.0,16.0,28336,LCD,a,568.42
1361,1549,0.4,113,632,1162,436,10,8,11,Yes,4,penta,medium,Dual,,7.0,27241,LCD,none,894.15
1362,1991,0.7,82,366,613,722,6,5,10,No,4,single,medium,Dual,1.0,13.0,42507,Touch,none,1011.63
1363,796,0.5,114,174,518,1075,7,3,2,No,2,single,low,Single,2.0,8.0,12309,Touch,none,539.35
1364,1012,0.1,161,882,1195,2802,8,0,10,No,3,quad,low,Dual,4.0,6.0,39649,Touch,none,844.12
1365,1318,0.8,188,688,1591,1780,12,10,2,No,4,dual,medium,Dual,,15.0,11501,LCD,none,927.81
1366,1708,0.9,197,263,1345,1247,19,16,16,No,4,quad,low,Single,8.0,16.0,14578,LCD,none,784.51
1367,598,0.1,117,118,764,3066,11,2,19,Yes,4,octa,low,Dual,8.0,9.0,62252,Touch,none,1301.7
1368,541,0.4,200,1012,1226,403,11,2,12,Yes,2,octa,high,Single,4.0,17.0,51874,LCD,none,445.62
1369,818,0.2,192,586,1552,2518,19,12,3,No,4,penta,low,Dual,2.0,17.0,23648,Touch,none,1021.33
1370,1414,0.8,168,294,1233,1069,18,6,14,No,4,dual,low,Single,,,15186,LCD,none,850.48
1371,601,0.8,169,818,1827,2651,14,8,9,Yes,4,quad,medium,Dual,3.0,11.0,6411,LCD,a,1142.19
1372,561,0.1,99,426,865,2974,15,12,19,Yes,4,hepta,high,Dual,2.0,6.0,40517,LCD,n,1022.67
1373,1616,0.1,100,151,1133,657,7,3,2,Yes,3,penta,high,Dual,3.0,8.0,52205,Touch,none,677.67
1374,1263,0.4,103,409,644,3372,18,13,10,Yes,4,dual,medium,Dual,1.0,2.0,32548,Touch,none,932.55
1375,1604,0.6,93,641,1156,1464,15,9,20,Yes,4,penta,medium,Dual,,2.0,63407,Touch,none,899.15
1376,539,0.5,86,958,967,1326,7,4,3,No,3,quad,medium,Dual,1.0,2.0,24154,Touch,none,705.71
1377,1071,0.3,199,1328,1970,3393,6,5,7,No,3,quad,high,Single,,5.0,49810,LCD,none,793.4
1378,826,0.5,135,354,530,323,17,3,7,No,4,dual,low,Dual,,,57920,LCD,a,629.35
1379,771,0.7,106,1709,1781,1628,9,3,6,No,2,single,high,Single,2.0,8.0,62034,Touch,none,777.06
1380,1811,0.2,132,1099,1553,2610,8,3,13,No,3,octa,high,Single,,2.0,33342,Touch,none,979.88
1381,1842,0.4,179,783,1227,3721,16,11,4,Yes,2,quad,medium,Dual,7.0,10.0,56439,Touch,a,1007.75
1382,1420,0.1,100,194,1393,763,17,1,17,No,2,octa,high,Dual,1.0,8.0,50554,Touch,b,564.59
1383,1763,0.2,184,238,1893,792,17,12,13,No,3,triple,low,Dual,12.0,19.0,10308,LCD,g,765.57
1384,1163,0.9,133,919,1076,1568,14,0,19,Yes,3,penta,medium,Single,6.0,20.0,2483,LCD,none,773.74
1385,1805,0.2,182,758,891,1276,19,4,17,Yes,2,quad,low,Single,,2.0,29175,Touch,none,475.73
1386,610,0.4,90,1039,1273,3472,10,4,12,Yes,3,quad,medium,Dual,9.0,19.0,52449,Touch,a,988.32
1387,1533,0.3,160,1054,1393,2520,8,2,11,Yes,4,quad,medium,Dual,18.0,20.0,17803,LCD,a,801.12
1388,1924,0.3,111,122,686,3423,13,3,19,No,4,dual,low,Single,3.0,10.0,63786,LCD,none,1062.28
1389,1801,0.9,120,100,1708,258,14,8,9,No,3,hexa,low,Dual,6.0,10.0,52726,LCD,none,771.14
1390,1726,0.6,106,1221,1804,1868,16,7,6,Yes,4,penta,medium,Single,1.0,3.0,42811,LCD,none,858.15
1391,794,0.6,197,312,1376,2171,19,8,18,No,2,triple,high,Dual,15.0,19.0,14197,LCD,b,347.03
1392,1686,0.8,182,599,1073,780,11,10,5,Yes,2,penta,low,Dual,4.0,8.0,28222,LCD,none,744.46
1393,1444,0.9,103,1274,1340,712,17,5,10,Yes,2,single,medium,Dual,,1.0,6932,LCD,none,558.24
1394,1004,1.0,160,62,581,1012,7,4,13,No,4,octa,medium,Dual,,1.0,30583,Touch,b,789.61
1395,1242,0.2,166,315,1796,318,11,10,19,Yes,3,quad,high,Single,8.0,9.0,28718,LCD,none,626.43
1396,539,0.2,137,1123,1709,3948,18,11,15,No,4,hexa,medium,Single,6.0,8.0,26530,Touch,g,893.65
1397,717,0.1,99,1878,1981,629,16,15,20,No,4,octa,medium,Dual,2.0,6.0,14615,LCD,none,680.89
1398,1540,0.1,157,318,831,1161,11,8,5,No,4,hepta,low,Dual,,1.0,29712,LCD,none,623.84
1399,672,0.1,99,574,1267,1403,16,7,6,No,4,octa,low,Single,7.0,17.0,35795,LCD,none,797.42
1400,1325,1.0,133,1353,1915,3707,19,3,18,Yes,4,quad,low,Single,,8.0,13549,Touch,none,1469.02
1401,950,0.1,124,86,1681,1305,6,5,4,No,4,octa,low,Single,6.0,7.0,55743,LCD,b,676.61
1402,948,0.3,119,340,1728,2926,17,13,9,No,3,quad,medium,Dual,6.0,7.0,18841,Touch,g,838.24
1403,1328,0.3,144,602,1156,2674,7,2,5,Yes,4,triple,low,Single,5.0,18.0,27305,LCD,g,1165.73
1404,1447,0.7,184,963,1062,471,8,4,20,No,2,dual,low,Single,3.0,5.0,40410,LCD,b,522.79
1405,1973,0.8,95,127,507,1724,12,10,8,Yes,2,octa,low,Dual,3.0,7.0,21447,LCD,a,841.93
1406,1731,0.5,171,142,1039,1220,9,3,20,Yes,2,quad,high,Dual,18.0,20.0,60642,Touch,none,413.23
1407,1617,0.7,111,274,1079,2754,19,10,8,No,4,dual,medium,Single,1.0,10.0,63180,Touch,n,1117.57
1408,1791,0.5,110,371,682,594,17,8,16,Yes,4,penta,low,Dual,1.0,4.0,34243,LCD,a,804.99
1409,851,1.0,101,788,1007,1005,12,2,14,No,4,dual,high,Dual,7.0,9.0,54580,LCD,a,770.67
1410,856,0.6,115,395,1027,2439,6,3,12,No,4,single,medium,Dual,,7.0,13960,Touch,a,1120.13
1411,714,0.3,145,643,1527,2302,12,10,10,Yes,2,quad,low,Single,1.0,2.0,30745,Touch,b,482.3
1412,951,0.6,81,854,935,1083,16,11,16,No,4,dual,low,Single,6.0,17.0,15662,Touch,none,825.16
1413,1303,0.4,109,1335,1873,2219,9,3,15,Yes,4,octa,medium,Single,6.0,15.0,10811,Touch,a,970.92
1414,1550,0.1,126,1541,1619,1571,12,3,14,Yes,2,hepta,high,Single,2.0,5.0,32662,LCD,none,909.82
1415,1759,0.4,101,382,1163,2107,18,5,16,Yes,4,quad,medium,Single,10.0,13.0,15426,Touch,none,1026.0
1416,1448,0.2,100,846,1144,593,9,4,18,No,3,penta,low,Dual,18.0,19.0,2496,Touch,b,575.13
1417,1987,0.7,119,960,1925,857,12,4,6,Yes,3,octa,medium,Single,,18.0,50588,Touch,none,924.02
1418,908,0.6,95,154,941,3518,16,12,7,No,3,penta,medium,Single,1.0,2.0,44252,Touch,g,827.7
1419,820,0.3,160,468,694,1284,17,7,17,No,2,quad,low,Dual,2.0,4.0,58653,LCD,b,558.54
1420,904,0.6,147,1094,1496,545,19,18,16,No,2,hexa,high,Dual,4.0,7.0,19285,LCD,none,572.7
1421,667,0.1,149,272,870,3566,9,5,12,No,4,hexa,medium,Dual,4.0,10.0,6458,LCD,b,884.94
1422,1109,0.1,173,165,1103,2821,13,5,17,No,3,single,medium,Single,1.0,4.0,34540,LCD,a,820.09
1423,1333,0.7,183,394,1301,3442,18,16,5,No,4,hepta,medium,Single,3.0,5.0,59508,Touch,none,1252.28
1424,1352,0.9,92,629,1299,1309,12,1,14,No,4,hexa,high,Single,5.0,9.0,6063,LCD,none,889.21
1425,1600,0.6,88,831,1713,1179,10,3,18,No,2,hexa,high,Dual,1.0,9.0,19485,LCD,b,628.23
1426,1454,0.8,80,903,910,1713,16,0,19,No,2,octa,medium,Dual,8.0,20.0,37577,LCD,none,704.9
1427,1489,0.4,169,923,1759,1663,9,3,14,No,3,triple,medium,Dual,,1.0,9389,LCD,b,537.79
1428,1823,0.6,81,362,1250,1812,5,0,19,No,3,octa,high,Dual,11.0,19.0,10394,Touch,g,969.38
1429,1581,0.4,172,693,850,1384,19,9,2,Yes,2,quad,medium,Single,9.0,19.0,41283,Touch,b,542.78
1430,1672,0.5,172,1250,1435,1348,11,6,7,Yes,4,octa,medium,Dual,1.0,4.0,44796,Touch,n,1007.01
1431,1283,0.2,80,1135,1923,3957,17,15,6,Yes,4,quad,low,Dual,,6.0,27380,LCD,none,835.92
1432,630,0.5,180,66,1448,1212,12,8,12,No,4,octa,medium,Single,9.0,13.0,14372,LCD,none,843.33
1433,659,0.7,151,924,1877,3925,8,1,10,No,4,octa,medium,Single,,2.0,24496,Touch,n,859.26
1434,1811,1.0,115,204,1132,348,17,11,18,Yes,3,hexa,low,Dual,,,32330,LCD,b,704.12
1435,688,0.2,109,376,1957,1382,12,7,8,Yes,2,penta,high,Single,9.0,20.0,40418,Touch,none,497.91
1436,514,0.7,141,1083,1492,980,13,7,16,Yes,2,dual,high,Dual,5.0,8.0,18567,LCD,a,577.62
1437,1933,0.5,154,229,1473,838,14,2,18,No,2,triple,high,Dual,1.0,9.0,16615,Touch,none,728.5
1438,915,0.3,91,875,1316,378,11,6,9,No,4,triple,medium,Single,8.0,20.0,31246,Touch,none,701.6
1439,1006,0.8,135,35,991,909,18,4,7,No,4,quad,medium,Dual,4.0,8.0,22555,LCD,b,711.3
1440,1134,0.4,92,18,903,3632,17,8,19,Yes,4,quad,low,Single,2.0,19.0,13757,Touch,none,1027.77
1441,599,0.3,186,103,646,3396,5,3,7,Yes,4,octa,high,Single,,1.0,64561,LCD,none,1211.41
1442,973,0.5,196,105,588,1861,13,10,16,No,2,penta,low,Dual,5.0,7.0,53915,Touch,none,565.51
1443,1180,0.1,90,168,540,348,7,5,19,Yes,4,hexa,high,Single,,1.0,27538,Touch,b,749.9
1444,1237,0.8,98,18,1004,2528,11,8,16,Yes,2,quad,high,Single,7.0,12.0,13123,LCD,none,609.8
1445,659,0.3,169,659,730,2190,16,10,16,No,4,octa,low,Dual,7.0,10.0,5705,Touch,none,804.55
1446,1142,0.7,190,534,855,663,12,4,5,Yes,2,octa,medium,Dual,6.0,8.0,6430,Touch,a,502.49
1447,1002,0.4,185,285,512,961,10,7,19,No,4,hexa,high,Dual,16.0,18.0,11463,LCD,b,677.17
1448,1392,0.7,113,482,1098,1280,8,1,16,No,4,quad,high,Single,,2.0,44706,LCD,g,983.19
1449,602,0.9,141,1571,1717,2189,7,5,16,No,2,octa,low,Single,9.0,18.0,50500,Touch,none,652.93
1450,1249,0.8,140,605,1193,531,18,10,13,Yes,4,triple,low,Single,3.0,8.0,55561,Touch,a,751.7
1451,531,0.5,121,158,1657,2331,18,12,20,Yes,4,quad,low,Dual,,3.0,12575,LCD,g,1005.54
1452,1450,0.6,114,1573,1639,794,11,5,9,No,2,penta,medium,Single,1.0,4.0,31187,Touch,b,620.65
1453,1342,0.1,173,127,620,2644,7,2,11,No,2,single,high,Single,1.0,8.0,50289,Touch,a,712.98
1454,832,0.6,198,343,1431,1666,15,4,20,Yes,4,single,low,Single,5.0,8.0,22499,Touch,a,965.44
1455,867,0.1,159,289,724,2157,8,6,18,Yes,4,quad,medium,Single,,,57308,LCD,none,737.75
1456,1404,0.9,151,1703,1880,1196,10,6,5,No,2,single,medium,Single,16.0,20.0,44352,LCD,n,716.14
1457,840,0.7,150,1482,1591,2072,10,8,19,No,2,hexa,low,Dual,6.0,7.0,33633,Touch,none,661.89
1458,1368,0.2,91,907,925,1590,12,0,14,No,4,single,low,Single,10.0,20.0,42425,LCD,none,982.81
1459,1927,0.4,190,491,1506,2916,16,11,18,No,2,octa,low,Dual,3.0,12.0,11549,Touch,a,962.62
1460,1714,0.4,120,287,627,3707,5,1,19,No,2,dual,low,Dual,7.0,10.0,31444,LCD,a,928.35
1461,1201,0.4,198,1151,1723,726,11,4,3,Yes,4,hexa,low,Single,1.0,5.0,10516,Touch,none,641.75
1462,1796,0.9,184,1024,1363,3577,17,7,4,Yes,3,dual,high,Single,4.0,11.0,44572,Touch,none,1316.04
1463,1147,0.7,158,1085,1134,2627,18,3,15,No,3,hexa,low,Dual,11.0,13.0,28237,LCD,g,1191.77
1464,776,1.0,146,991,1803,685,15,11,7,Yes,4,quad,medium,Single,,9.0,20395,Touch,a,849.43
1465,510,0.1,110,1052,1897,1693,6,2,5,No,2,hexa,high,Single,,10.0,33192,Touch,none,705.01
1466,1045,0.1,175,1078,1564,2137,11,8,12,Yes,4,hexa,medium,Dual,3.0,7.0,40661,LCD,g,1137.37
1467,1497,0.1,153,98,977,3696,9,0,3,Yes,4,octa,low,Dual,4.0,20.0,10241,LCD,b,1177.67
1468,1425,0.5,89,396,1648,3771,10,3,9,Yes,4,triple,low,Single,,2.0,33901,LCD,b,1316.97
1469,726,0.8,94,323,978,1342,16,11,4,No,4,quad,medium,Single,,20.0,40629,Touch,a,727.94
1470,1576,0.6,148,410,1551,1379,17,1,16,Yes,4,triple,medium,Single,,,20306,LCD,b,856.68
